Row number,Date,Hr,Mainland Air Temp,Humidity (%),Direction (A),Wind Speed (A),Gusting,Atmospheric Pressure (IN),Precipitation Rate,Bay Temp,Salinity,LBI Air Temp,Ocean Temp,Onshore,upwelling_flag
1395,7/29/2025,1,25.1,89.0,8,2.1,4.1,29.94,0.0,25.71,29.63,27.0,25.6,1,0
1396,7/29/2025,2,24.9,91.0,9,3.6,5.1,29.94,0.0,25.87,29.58,27.2,25.7,0,0
1397,7/29/2025,3,24.8,92.0,10,1.9,3.4,29.94,0.0,26.4,29.34,26.9,25.5,0,0
1398,7/29/2025,4,24.8,92.0,9,1.7,2.7,29.95,0.0,26.59,28.93,27.3,25.3,0,0
1399,7/29/2025,5,24.3,93.0,10,1.5,2.0,29.95,0.0,26.51,28.97,26.9,25.0,0,0
1400,7/29/2025,6,24.1,93.0,10,1.9,4.6,29.96,0.0,26.62,29.03,27.1,24.9,0,0
1401,7/29/2025,7,24.1,94.0,11,2.0,3.5,29.97,0.0,26.67,28.54,26.6,24.9,0,0
1402,7/29/2025,8,25.5,93.0,11,0.6,1.6,29.98,0.0,26.5,28.73,27.0,25.1,0,0
1403,7/29/2025,9,29.3,80.0,12,1.0,2.5,29.98,0.0,26.69,28.31,28.6,25.2,0,0
1404,7/29/2025,10,33.6,63.0,14,1.2,4.5,29.97,0.0,26.4,28.64,30.9,25.2,0,0
1405,7/29/2025,11,35.9,53.0,14,2.9,4.8,29.97,0.0,26.11,29.05,30.4,25.3,0,0
1406,7/29/2025,12,38.1,43.0,14,2.8,4.8,29.96,0.0,26.81,28.95,31.0,25.3,0,0
1407,7/29/2025,13,39.8,39.0,10,2.5,5.9,29.96,0.0,26.3,29.33,30.9,25.6,0,0
1408,7/29/2025,14,37.2,49.0,10,4.7,9.0,29.96,0.0,26.1,29.48,30.3,25.9,0,0
1409,7/29/2025,15,37.8,48.0,9,4.3,9.8,29.95,0.0,27.27,29.34,30.5,26.2,0,0
1410,7/29/2025,16,37.3,53.0,9,4.3,8.3,29.93,0.0,28.1,29.1,29.7,26.7,0,0
1411,7/29/2025,17,35.2,59.0,7,5.6,13.0,29.96,0.0,28.35,29.04,29.3,26.7,1,0
1412,7/29/2025,18,33.8,62.0,9,7.3,11.8,29.94,0.0,28.57,28.8,29.4,26.4,0,0
1413,7/29/2025,19,32.8,64.0,9,4.8,8.6,29.93,0.0,28.92,28.02,29.3,27.1,0,0
1414,7/29/2025,20,30.8,74.0,9,4.2,9.3,29.93,0.0,29.08,27.73,28.9,26.9,0,0
1415,7/29/2025,21,28.4,81.0,9,6.4,10.1,29.94,0.0,28.08,28.76,28.3,26.4,0,0
1416,7/29/2025,22,27.6,79.0,9,5.5,8.8,29.95,0.0,27.8,28.73,29.1,26.4,0,0
1417,7/29/2025,23,27.1,78.0,9,3.6,7.3,29.96,0.0,27.49,29.15,29.2,26.2,0,0
1418,7/30/2025,0,26.6,78.0,10,4.0,7.2,29.95,0.0,27.6,28.72,29.0,25.8,0,0
1419,7/30/2025,1,26.1,81.0,10,3.7,7.0,29.95,0.0,27.43,29.52,28.8,25.6,0,0
1420,7/30/2025,2,25.2,85.0,10,3.5,7.2,29.94,0.0,27.16,29.46,28.0,25.5,0,0
1421,7/30/2025,3,24.8,88.0,12,1.8,3.4,29.93,0.0,27.32,29.35,27.4,25.4,0,0
1422,7/30/2025,4,24.3,90.0,11,2.0,3.9,29.93,0.0,27.45,28.91,27.3,25.4,0,0
1423,7/30/2025,5,23.9,92.0,12,1.9,5.0,29.93,0.0,27.51,28.6,26.6,25.5,0,0
1424,7/30/2025,6,23.7,92.0,11,2.1,3.4,29.94,0.0,27.16,28.7,26.5,25.5,0,0
1425,7/30/2025,7,24.1,93.0,11,2.6,3.7,29.96,0.0,27.31,28.48,26.5,25.5,0,0
1426,7/30/2025,8,25.7,92.0,13,1.3,3.0,29.96,0.0,27.44,28.17,27.7,25.6,0,0
1427,7/30/2025,9,29.8,94.0,13,1.3,3.8,29.97,0.0,28.11,27.3,29.2,25.6,0,0
1428,7/30/2025,10,32.7,62.0,14,2.3,5.8,29.97,0.0,27.96,27.65,30.7,25.6,0,0
1429,7/30/2025,11,35.4,54.0,1,1.7,3.1,29.97,0.0,27.59,28.49,32.3,25.7,1,0
1430,7/30/2025,12,38.2,45.0,8,2.9,5.3,29.95,0.0,27.42,28.8,30.5,25.6,1,0
1431,7/30/2025,13,38.1,49.0,9,8.1,12.6,29.94,0.0,27.79,29.2,31.2,25.7,0,0
1432,7/30/2025,14,37.6,50.0,9,7.0,12.1,29.94,0.0,27.16,29.47,31.8,25.8,0,0
1433,7/30/2025,15,35.9,54.0,8,10.2,14.1,29.93,0.0,28.22,29.54,31.4,26.0,1,0
1434,7/30/2025,16,35.5,56.0,8,10.1,15.4,29.91,0.0,28.57,29.5,31.1,26.2,1,0
1435,7/30/2025,17,35.0,58.0,9,9.0,18.9,29.9,0.0,28.29,29.44,31.1,26.8,0,0
1436,7/30/2025,18,33.8,60.0,8,10.7,15.7,29.9,0.0,28.34,29.44,30.6,27.1,1,0
1437,7/30/2025,19,32.4,62.0,9,7.4,12.7,29.91,0.0,28.36,29.41,30.3,27.1,0,0
1438,7/30/2025,20,30.3,69.0,8,7.8,11.9,29.91,0.0,28.33,29.25,29.4,27.0,1,0
1439,7/30/2025,21,28.6,74.0,9,5.4,7.9,29.93,0.0,28.35,28.99,29.5,26.7,0,0
1440,7/30/2025,22,27.4,50.0,9,5.1,7.4,29.94,0.0,27.88,29.16,28.6,26.6,0,0
1441,7/30/2025,23,26.7,80.0,9,4.2,6.8,29.95,0.0,27.59,29.3,28.2,26.5,0,0
1442,7/31/2025,0,26.2,83.0,8,5.5,10.6,29.94,0.0,27.62,29.49,27.9,26.3,1,0
1443,7/31/2025,1,25.9,87.0,9,4.5,7.9,29.93,0.0,27.54,29.62,27.6,26.3,0,0
1444,7/31/2025,2,25.7,89.0,9,2.9,4.7,29.93,0.0,27.61,29.52,27.6,26.2,0,0
1445,7/31/2025,3,25.1,89.0,9,2.9,4.5,29.93,0.0,27.42,29.71,27.6,26.2,0,0
1446,7/31/2025,4,24.8,90.0,9,2.6,3.9,29.92,0.0,27.31,29.56,27.4,26.1,0,0
1447,7/31/2025,5,24.2,90.0,9,2.4,3.9,29.92,0.0,27.43,29.38,27.5,26.1,0,0
1448,7/31/2025,6,23.9,91.0,9,2.6,3.9,29.92,0.0,27.53,29.26,27.2,26.1,0,0
1449,7/31/2025,7,24.4,92.0,9,2.5,4.3,29.93,0.0,27.74,28.7,27.3,26.1,0,0
1450,7/31/2025,8,26.8,89.0,9,6.4,9.8,29.93,0.0,27.83,28.27,27.7,26.0,0,0
1451,7/31/2025,9,29.8,78.0,9,6.3,10.5,29.93,0.0,28.12,28.07,28.2,26.1,0,0
1452,7/31/2025,10,32.1,71.0,9,4.7,8.7,29.93,0.0,28.44,27.99,30.4,26.2,0,0
1453,7/31/2025,11,33.8,65.0,8,5.2,9.8,29.92,0.0,28.07,28.85,28.7,26.2,1,0
1454,7/31/2025,12,34.8,63.0,9,10.8,16.3,29.91,0.0,28.03,29.24,28.8,26.2,0,0
1455,7/31/2025,13,34.3,63.0,8,9.7,14.9,29.89,0.0,28.08,29.5,29.2,26.2,1,0
1456,7/31/2025,14,33.1,66.0,8,12.7,20.9,29.87,0.0,28.35,29.54,29.5,26.3,1,0
1457,7/31/2025,15,30.7,75.0,9,12.1,20.3,29.88,0.0,28.52,29.59,28.6,26.5,0,0
1458,7/31/2025,16,28.7,83.0,8,9.5,15.0,29.87,0.0,28.33,29.71,28.1,26.7,1,0
1459,7/31/2025,17,24.1,84.0,15,5.8,16.1,29.91,0.08,28.16,29.49,28.3,26.7,0,0
1460,7/31/2025,18,22.6,92.0,15,3.0,6.9,29.91,0.98,28.05,29.09,24.0,26.8,0,0
1461,7/31/2025,19,22.7,93.0,6,0.9,2.8,29.94,0.27,27.93,29.21,23.6,26.9,1,0
1462,7/31/2025,20,22.5,94.0,6,2.0,4.0,29.9,0.12,27.71,29.53,23.4,26.7,1,0
1463,7/31/2025,21,24.4,95.0,9,1.3,2.5,29.91,0.01,27.72,29.53,23.6,26.7,0,0
1464,7/31/2025,22,24.4,95.0,3,0.9,1.9,29.95,0.0,27.84,29.18,24.1,26.6,1,0
1465,7/31/2025,23,22.7,59.0,15,2.9,7.8,29.93,0.0,28.03,28.22,24.9,26.6,0,0
1466,8/1/2025,0,21.7,95.0,2,3.6,8.8,29.94,0.0,27.81,28.33,23.9,26.6,1,0
1467,8/1/2025,1,22.1,96.0,2,4.9,9.2,29.95,0.0,27.32,28.77,24.2,26.6,1,0
1468,8/1/2025,2,20.4,95.0,0,8.3,16.2,29.95,0.06,26.83,29.46,23.7,26.7,0,0
1469,8/1/2025,3,19.6,95.0,0,9.6,15.2,29.96,0.0,26.58,29.43,22.3,26.7,0,0
1470,8/1/2025,4,19.3,94.0,0,10.4,19.6,29.96,0.0,26.41,29.43,23.5,26.7,0,0
1471,8/1/2025,5,19.7,92.0,0,6.7,16.6,29.98,0.0,26.03,29.49,23.1,26.7,0,0
1472,8/1/2025,6,19.4,92.0,0,10.8,16.6,30.01,0.01,26.03,29.38,22.7,26.3,0,0
1473,8/1/2025,7,18.9,94.0,0,7.3,15.6,30.03,0.03,26.4,28.84,21.9,25.8,0,0
1474,8/1/2025,8,18.8,94.0,0,7.7,14.4,30.05,0.0,26.29,28.87,21.2,25.6,0,0
1475,8/1/2025,9,18.8,94.0,0,9.3,16.1,30.06,0.01,26.16,28.96,20.6,25.5,0,0
1476,8/1/2025,10,19.2,94.0,0,8.5,16.7,30.07,0.0,26.04,28.71,21.2,25.1,0,0
1477,8/1/2025,11,19.3,93.0,0,9.2,18.3,30.07,0.01,25.77,28.51,21.7,24.9,0,0
1478,8/1/2025,12,20.0,89.0,0,8.5,16.4,30.08,0.0,25.12,27.97,21.9,24.5,0,0
1479,8/1/2025,13,19.9,88.0,0,6.0,11.3,30.1,0.0,24.39,29.42,21.4,24.2,0,0
1480,8/1/2025,14,19.3,91.0,0,5.5,8.7,30.1,0.0,23.03,30.35,21.4,24.3,0,0
1481,8/1/2025,15,18.9,92.0,0,4.5,8.9,30.12,0.0,24.42,29.32,20.9,24.4,0,0
1482,8/1/2025,16,18.7,93.0,0,4.2,8.2,30.13,0.0,23.71,29.89,20.8,24.3,0,0
1483,8/1/2025,17,19.1,93.0,0,2.7,5.3,30.15,0.0,23.01,30.43,21.7,24.2,0,0
1484,8/1/2025,18,19.9,88.0,0,2.8,5.4,30.14,0.0,22.87,30.59,21.8,24.1,0,0
1485,8/1/2025,19,20.1,85.0,0,2.5,6.1,30.15,0.0,22.91,30.66,22.1,24.0,0,0
1486,8/1/2025,20,20.1,84.0,0,2.8,5.5,30.15,0.0,23.09,30.37,22.3,23.8,0,0
1487,8/1/2025,21,19.2,86.0,0,1.4,2.7,30.17,0.0,23.41,29.83,22.3,23.7,0,0
1488,8/1/2025,22,18.1,90.0,0,1.0,2.0,30.18,0.0,23.86,29.16,22.3,23.6,0,0
1489,8/1/2025,23,17.6,92.0,0,1.3,2.3,30.18,0.0,24.33,28.04,22.3,23.7,0,0
1490,8/2/2025,0,17.1,92.0,15,1.9,3.0,30.17,0.0,24.46,27.34,20.8,23.6,0,0
1491,8/2/2025,1,16.7,93.0,15,2.4,4.0,30.16,0.0,24.12,27.77,20.3,23.6,0,0
1492,8/2/2025,2,16.3,94.0,15,2.0,3.7,30.16,0.0,29.93,27.51,20.0,23.5,0,0
1493,8/2/2025,3,15.9,94.0,0,1.6,3.2,30.16,0.0,23.77,27.34,19.4,23.5,0,0
1494,8/2/2025,4,15.8,95.0,0,1.9,4.2,30.16,0.0,23.32,27.65,19.3,23.6,0,0
1495,8/2/2025,5,15.8,95.0,0,2.1,3.8,30.17,0.01,23.3,28.25,19.7,23.5,0,0
1496,8/2/2025,6,15.7,95.0,15,1.8,3.4,30.19,0.01,23.18,27.99,19.6,23.5,0,0
1497,8/2/2025,7,16.3,95.0,0,2.2,4.3,30.2,0.0,23.27,28.41,19.2,23.5,0,0
1498,8/2/2025,8,18.3,96.0,15,1.6,3.1,30.2,0.0,23.32,27.8,20.4,23.5,0,0
1499,8/2/2025,9,20.2,91.0,1,2.6,4.4,30.2,0.0,23.68,27.75,20.9,23.4,1,0
1500,8/2/2025,10,23.2,77.0,2,5.3,9.9,30.2,0.0,23.83,27.67,21.7,23.4,1,0
1501,8/2/2025,11,24.7,70.0,2,5.6,9.2,30.12,0.0,24.28,27.62,22.8,23.4,1,0
1502,8/2/2025,12,25.2,67.0,2,5.3,10.4,30.19,0.0,24.49,27.84,23.0,23.4,1,0
1503,8/2/2025,13,24.4,71.0,3,5.5,11.9,30.17,0.0,24.38,28.31,23.3,23.4,1,0
1504,8/2/2025,14,24.4,66.0,3,6.0,10.4,30.18,0.0,24.34,28.4,23.8,23.5,1,0
1505,8/2/2025,15,25.3,61.0,12,2.8,6.1,30.17,0.0,24.21,28.27,24.2,23.6,0,0
1506,8/2/2025,16,24.8,60.0,10,2.8,5.7,30.16,0.0,24.13,28.72,24.2,23.6,0,0
1507,8/2/2025,17,24.9,59.0,12,2.5,6.1,30.16,0.0,24.21,28.8,23.8,23.8,0,0
1508,8/2/2025,18,24.3,62.0,3,3.0,7.5,30.15,0.0,24.88,29.08,24.0,23.9,1,0
1509,8/2/2025,19,23.8,64.0,5,1.2,3.0,30.15,0.0,24.69,29.18,23.7,24.0,0,0
1510,8/2/2025,20,22.3,69.0,0,0.0,0.0,30.15,0.0,24.46,29.17,23.2,24.0,0,0
1511,8/2/2025,21,20.2,79.0,0,0.5,1.0,30.16,0.0,24.63,28.87,22.7,24.0,0,0
1512,8/2/2025,22,18.6,80.0,0,0.0,0.0,30.16,0.0,24.67,28.18,22.4,24.0,0,0
1513,8/2/2025,23,17.7,84.0,6,0.0,0.4,30.16,0.0,24.58,27.87,22.5,23.9,1,0
1514,8/3/2025,0,17.1,86.0,6,0.4,0.9,30.15,0.0,24.69,27.6,22.8,23.9,1,0
1515,8/3/2025,1,16.7,89.0,15,0.5,1.3,30.14,0.0,24.53,26.92,21.5,23.8,0,0
1516,8/3/2025,2,16.3,89.0,15,2.1,3.0,30.13,0.0,24.45,27.04,21.1,23.8,0,0
1517,8/3/2025,3,16.1,89.0,0,2.1,3.2,30.12,0.0,24.31,27.18,20.6,23.7,0,0
1518,8/3/2025,4,15.8,89.0,0,2.4,3.9,30.11,0.0,24.13,27.2,20.4,23.7,0,0
1519,8/3/2025,5,15.7,89.0,0,2.2,4.3,30.12,0.0,23.88,27.43,20.2,23.6,0,0
1520,8/3/2025,6,15.3,88.0,15,2.2,3.8,30.13,0.0,23.88,27.73,19.8,23.6,0,0
1521,8/3/2025,7,16.1,87.0,0,2.6,4.0,30.14,0.0,23.86,27.74,20.2,23.6,0,0
1522,8/3/2025,8,18.4,84.0,0,2.4,3.8,30.14,0.0,23.81,27.43,20.9,23.5,0,0
1523,8/3/2025,9,22.2,74.0,15,3.1,5.5,30.14,0.0,23.96,26.78,21.9,23.5,0,0
1524,8/3/2025,10,24.3,61.0,15,1.4,3.8,30.14,0.0,24.43,26.6,22.9,23.4,0,0
1525,8/3/2025,11,27.1,51.0,2,2.5,4.8,30.14,0.0,24.77,26.37,23.2,23.4,1,0
1526,8/3/2025,12,26.6,48.0,3,5.5,12.0,30.13,0.0,24.99,26.17,23.9,23.4,1,0
1527,8/3/2025,13,27.3,41.0,1,4.9,10.2,30.12,0.0,25.12,26.92,24.6,23.4,1,0
1528,8/3/2025,14,27.9,37.0,2,4.5,9.8,30.11,0.0,25.26,27.44,24.5,23.5,1,0
1529,8/3/2025,15,27.9,35.0,2,4.6,9.0,30.09,0.0,25.02,27.48,24.9,23.6,1,0
1530,8/3/2025,16,27.4,38.0,3,3.2,7.9,30.08,0.0,24.78,28.06,24.9,23.7,1,0
1531,8/3/2025,17,27.8,40.0,5,2.6,6.6,30.08,0.0,24.93,27.98,25.2,23.9,0,0
1532,8/3/2025,18,27.6,39.0,4,2.2,3.6,30.08,0.0,24.92,28.84,25.2,24.0,1,0
1533,8/3/2025,19,26.2,47.0,5,0.5,1.4,30.08,0.0,25.97,29.16,24.8,24.2,0,0
1534,8/3/2025,20,24.2,55.0,5,0.1,0.9,30.07,0.0,25.03,28.76,24.0,24.3,0,0
1535,8/3/2025,21,21.2,66.0,0,0.1,0.2,30.08,0.0,24.85,28.72,23.6,24.5,0,0
1536,8/3/2025,22,19.4,74.0,0,0.3,0.7,30.08,0.0,25.09,28.15,23.3,24.5,0,0
1537,8/3/2025,23,18.4,76.0,0,0.5,1.2,30.07,0.0,25.31,27.77,23.2,24.5,0,0
1538,8/4/2025,0,17.3,79.0,0,0.8,1.3,30.08,0.0,24.89,27.03,22.8,24.3,0,0
1539,8/4/2025,1,16.6,81.0,14,2.0,3.0,30.08,0.0,24.91,27.23,21.6,24.1,0,0
1540,8/4/2025,2,16.2,80.0,0,0.8,1.8,30.08,0.0,24.64,25.89,21.1,24.0,0,0
1541,8/4/2025,3,16.2,78.0,13,1.6,3.0,30.07,0.0,24.56,27.26,21.3,24.0,0,0
1542,8/4/2025,4,16.2,78.0,14,2.1,3.4,30.07,0.0,24.35,27.55,21.2,23.9,0,0
1543,8/4/2025,5,15.8,80.0,0,2.2,3.4,30.07,0.0,24.18,27.48,21.4,23.8,0,0
1544,8/4/2025,6,15.0,82.0,0,1.3,2.5,30.09,0.0,24.23,27.74,20.6,23.8,0,0
1545,8/4/2025,7,15.4,83.0,0,1.9,3.0,30.1,0.0,24.2,27.52,20.7,23.7,0,0
1546,8/4/2025,8,18.2,79.0,14,1.6,2.9,30.12,0.0,24.28,27.89,21.3,23.7,0,0
1547,8/4/2025,9,22.0,72.0,14,2.5,4.3,30.11,0.0,24.4,27.55,22.5,23.6,0,0
1548,8/4/2025,10,25.4,57.0,14,3.2,6.0,30.11,0.0,24.49,26.92,23.8,23.6,0,0
1549,8/4/2025,11,28.4,51.0,1,1.4,2.8,30.1,0.0,24.57,26.29,25.2,23.6,1,0
1550,8/4/2025,12,31.2,44.0,12,2.5,3.9,30.1,0.0,24.96,26.3,26.6,23.6,0,0
1551,8/4/2025,13,32.4,37.0,3,3.7,8.4,30.1,0.0,25.32,26.13,27.6,23.7,1,0
1552,8/4/2025,14,31.8,42.0,7,5.8,10.7,30.09,0.0,25.63,27.17,26.2,23.7,1,0
1553,8/4/2025,15,31.6,40.0,4,4.1,8.7,30.09,0.0,25.55,27.41,26.1,23.9,1,0
1554,8/4/2025,16,31.3,42.0,7,3.5,6.0,30.09,0.0,25.45,27.77,25.8,24.3,1,0
1555,8/4/2025,17,30.2,43.0,7,3.5,6.2,30.09,0.0,25.27,28.38,25.4,25.4,1,0
1556,8/4/2025,18,29.7,45.0,9,5.0,8.3,30.09,0.0,25.34,28.46,25.7,26.4,0,0
1557,8/4/2025,19,27.7,50.0,8,5.2,7.8,30.09,0.0,25.91,28.91,25.4,26.8,1,0
1558,8/4/2025,20,25.6,58.0,9,2.0,3.7,30.1,0.0,25.82,28.71,24.8,26.5,0,0
1559,8/4/2025,21,23.3,66.0,0,1.2,2.5,30.12,0.0,25.6,28.14,24.8,25.7,0,0
1560,8/4/2025,22,21.7,72.0,0,1.4,3.2,30.14,0.0,25.62,28.17,24.6,25.1,0,0
1561,8/4/2025,23,20.7,77.0,0,1.6,3.1,30.15,0.0,25.61,28.05,24.4,24.7,0,0
1562,8/5/2025,0,19.9,81.0,0,2.1,3.3,30.16,0.0,25.65,27.68,24.3,24.7,0,0
1563,8/5/2025,1,16.4,81.0,14,1.3,3.0,30.08,0.0,25.36,27.34,23.6,24.4,0,0
1564,8/5/2025,2,16.2,80.0,15,1.1,1.9,30.08,0.0,25.33,27.23,23.2,24.3,0,0
1565,8/5/2025,3,16.2,78.0,14,1.5,2.1,30.07,0.0,25.15,27.1,23.3,24.1,0,0
1566,8/5/2025,4,16.2,78.0,14,2.1,3.4,30.07,0.0,25.06,26.98,22.5,24.0,0,0
1567,8/5/2025,5,15.8,80.0,0,2.2,3.4,30.07,0.0,24.86,27.58,22.4,24.0,0,0
1568,8/5/2025,6,15.0,82.0,0,1.3,2.5,30.09,0.0,24.77,27.79,22.1,24.0,0,0
1569,8/5/2025,7,15.4,83.0,0,1.9,3.0,30.11,0.0,24.81,28.35,22.1,24.0,0,0
1570,8/5/2025,8,18.2,79.0,14,1.6,2.9,30.12,0.0,25.11,28.21,23.2,24.0,0,0
1571,8/5/2025,9,22.0,72.0,14,2.5,4.3,30.11,0.0,25.12,27.69,24.4,24.0,0,0
1572,8/5/2025,10,25.3,59.0,13,3.3,6.7,30.11,0.0,25.13,27.28,25.4,24.0,0,0
1573,8/5/2025,11,28.4,51.0,1,1.4,2.8,30.1,0.0,25.06,27.08,25.9,24.0,1,0
1574,8/5/2025,12,31.2,44.0,12,2.5,3.9,30.1,0.0,25.29,27.12,25.6,24.0,0,0
1575,8/5/2025,13,32.4,37.0,3,3.7,8.4,30.1,0.0,25.48,27.12,25.3,24.0,1,0
1576,8/5/2025,14,32.0,41.0,5,3.7,7.7,30.07,0.0,25.9,26.88,25.2,24.3,0,0
1577,8/5/2025,15,31.6,40.0,4,4.1,8.7,30.09,0.0,25.6,27.84,25.4,24.5,1,0
1578,8/5/2025,16,31.3,40.0,7,3.6,6.0,30.09,0.0,25.69,27.81,25.8,25.0,1,0
1579,8/5/2025,17,30.2,43.0,7,3.5,6.2,30.09,0.0,25.72,27.87,26.0,25.1,1,0
1580,8/5/2025,18,29.7,45.0,9,5.0,8.3,30.09,0.0,25.59,28.27,25.4,25.1,0,0
1581,8/5/2025,19,27.9,50.0,8,6.0,9.1,30.1,0.0,25.57,28.29,25.1,24.9,1,0
1582,8/5/2025,20,25.8,57.0,8,2.9,4.7,30.1,0.0,25.21,28.94,24.7,24.9,1,0
1583,8/5/2025,21,23.3,66.0,0,1.2,2.5,30.12,0.0,25.61,28.83,24.6,24.9,0,0
1584,8/5/2025,22,21.7,72.0,0,1.4,3.2,30.14,0.0,25.44,28.68,24.4,24.7,0,0
1585,8/5/2025,23,20.7,77.0,0,1.6,3.1,30.15,0.0,25.47,28.67,24.4,24.5,0,0
1586,8/6/2025,0,19.9,81.0,0,2.1,3.3,30.16,0.0,25.68,28.46,24.2,24.4,0,0
1587,8/6/2025,1,22.2,85.0,0,1.3,3.1,30.28,0.0,25.53,28.28,24.1,24.3,0,0
1588,8/6/2025,2,22.1,84.0,0,2.2,3.5,30.28,0.0,25.19,28.47,24.1,24.2,0,0
1589,8/6/2025,3,21.9,82.0,0,1.4,2.9,30.29,0.0,25.11,28.28,24.1,24.1,0,0
1590,8/6/2025,4,21.8,82.0,2,1.1,2.1,30.28,0.0,25.01,28.36,24.1,24.1,1,0
1591,8/6/2025,5,21.8,82.0,0,1.3,2.8,30.28,0.0,24.79,29.0,23.9,24.0,0,0
1592,8/6/2025,6,21.9,85.0,0,2.8,4.6,30.28,0.0,24.65,28.84,23.8,24.0,0,0
1593,8/6/2025,7,22.2,86.0,0,3.4,7.4,30.3,0.0,24.81,28.73,23.6,24.0,0,0
1594,8/6/2025,8,22.3,87.0,0,3.9,7.7,30.3,0.0,24.81,28.8,23.6,24.0,0,0
1595,8/6/2025,9,22.7,86.0,0,5.7,9.5,30.32,0.0,24.73,28.84,23.8,24.0,0,0
1596,8/6/2025,10,23.7,83.0,3,7.9,14.7,30.33,0.0,24.84,28.84,23.9,24.0,1,0
1597,8/6/2025,11,23.9,71.0,3,6.9,12.2,30.34,0.0,24.81,28.85,24.2,23.9,1,0
1598,8/6/2025,12,24.6,75.0,3,6.5,13.7,30.35,0.0,24.83,28.84,24.3,23.9,1,0
1599,8/6/2025,13,25.0,73.0,3,7.2,11.9,30.35,0.0,24.84,28.8,24.5,23.8,1,0
1600,8/6/2025,14,25.1,71.0,3,3.8,10.3,30.35,0.0,24.89,28.74,24.6,23.8,1,0
1601,8/6/2025,15,24.6,71.0,3,3.5,7.3,30.35,0.0,24.92,28.66,24.4,23.8,1,0
1602,8/6/2025,16,23.8,70.0,3,3.7,7.2,30.34,0.0,24.95,28.57,24.2,23.8,1,0
1603,8/6/2025,17,23.2,74.0,4,2.4,6.0,30.33,0.0,24.96,28.59,23.8,23.8,1,0
1604,8/6/2025,18,22.7,78.0,3,3.3,7.7,30.32,0.0,24.81,28.81,23.4,23.8,1,0
1605,8/6/2025,19,21.9,81.0,0,2.3,4.2,30.32,0.0,24.61,29.0,23.2,23.8,0,0
1606,8/6/2025,20,20.7,83.0,3,2.8,4.9,30.32,0.0,24.45,29.23,23.1,23.8,1,0
1607,8/6/2025,21,20.4,83.0,2,5.0,9.0,30.33,0.0,24.01,29.77,22.8,23.8,1,0
1608,8/6/2025,22,20.6,82.0,2,5.1,9.0,30.33,0.0,24.43,28.18,22.7,23.8,1,0
1609,8/6/2025,23,19.8,82.0,0,3.9,8.7,30.35,0.0,24.32,29.11,22.6,23.8,0,0
1610,8/7/2025,0,20.6,74.0,2,5.7,11.9,30.33,0.0,24.23,29.23,22.8,23.7,1,0
1611,8/7/2025,1,21.2,74.0,1,5.6,11.5,30.32,0.0,23.97,29.4,23.1,23.7,1,0
1612,8/7/2025,2,21.4,76.0,3,6.5,13.0,30.29,0.0,24.01,29.33,23.1,23.6,1,0
1613,8/7/2025,3,21.5,79.0,3,5.9,12.7,30.27,0.0,23.9,29.43,23.0,23.6,1,0
1614,8/7/2025,4,21.1,82.0,2,4.5,9.7,30.26,0.0,23.83,29.34,22.6,23.5,1,0
1615,8/7/2025,5,20.9,86.0,1,3.2,7.7,30.26,0.0,23.74,29.31,22.4,23.5,1,0
1616,8/7/2025,6,20.9,86.0,0,4.9,9.3,30.27,0.0,23.54,29.15,22.3,23.5,0,0
1617,8/7/2025,7,20.7,87.0,0,2.3,7.6,30.28,0.0,23.5,29.0,22.6,23.5,0,0
1618,8/7/2025,8,21.5,86.0,0,5.1,10.2,30.28,0.0,23.53,28.99,22.9,23.5,0,0
1619,8/7/2025,9,22.8,81.0,2,5.0,12.8,30.29,0.0,23.5,29.17,23.2,23.5,1,0
1620,8/7/2025,10,23.4,77.0,3,7.5,14.4,30.29,0.0,23.79,29.0,23.3,23.5,1,0
1621,8/7/2025,11,24.3,74.0,3,8.7,15.4,30.3,0.0,23.98,28.76,23.8,23.5,1,0
1622,8/7/2025,12,24.9,73.0,2,6.5,11.4,30.3,0.0,24.08,28.9,23.8,23.5,1,0
1623,8/7/2025,13,25.6,68.0,3,5.9,13.3,30.29,0.0,24.03,29.14,24.1,23.5,1,0
1624,8/7/2025,14,25.7,66.0,3,6.5,11.0,30.28,0.0,24.11,29.12,24.1,23.5,1,0
1625,8/7/2025,15,26.1,62.0,3,5.8,9.9,30.27,0.0,24.38,29.04,24.1,23.5,1,0
1626,8/7/2025,16,25.2,62.0,2,7.2,12.3,30.25,0.0,24.68,28.9,23.7,23.5,1,0
1627,8/7/2025,17,24.8,61.0,3,5.7,10.7,30.25,0.0,24.95,28.83,23.7,23.6,1,0
1628,8/7/2025,18,23.8,61.0,3,6.4,10.9,30.24,0.0,24.88,28.64,23.6,23.6,1,0
1629,8/7/2025,19,23.1,66.0,3,3.2,6.4,30.24,0.0,24.69,28.97,23.1,23.7,1,0
1630,8/7/2025,20,21.8,75.0,0,2.5,5.0,30.24,0.0,24.46,29.25,22.6,23.7,0,0
1631,8/7/2025,21,20.3,80.0,0,1.0,2.1,30.24,0.0,24.33,29.52,22.4,23.7,0,0
1632,8/7/2025,22,19.3,84.0,0,1.0,2.7,30.24,0.0,24.38,29.74,22.2,23.7,0,0
1633,8/7/2025,23,18.8,84.0,0,1.3,2.6,30.24,0.0,24.59,29.34,22.2,23.7,0,0
